39118.0703,417380.93,887198
39117.4609,417381.82,899885
39116.8594,417382.711,901876
39116.25,417383.609,918886
39115.6406,417384.49,918172
39115.0313,417385.381,1003646
39114.4297,417386.26,1002343
39113.8203,417387.15,1014039
39113.2109,417388.039,1015724
39112.6016,417388.93,1038203
39111.9883,417389.82,1040107
39111.3906,417390.711,1046202
39110.7695,417391.6,1048917
39110.4414,417393.311,1063348
39111.0508,417392.42,1050701
39111.6719,417391.52,1033566
39112.2813,417390.641,1034273
39112.8906,417389.75,1036422
39113.4883,417388.859,1016668
39114.1094,417387.971,1012303
39114.7109,417387.09,1013002
39115.3281,417386.189,1007059
39115.9492,417385.301,1004742
39116.5508,417384.42,916503
39117.1602,417383.539,902824
39117.7695,417382.65,904409
39118.3789,417381.77,886250
39118.9805,417380.891,888101
39119.5898,417380,880554
39120.1992,417379.109,878874
39120.8086,417378.23,170857
39121.4102,417377.35,172246
39122.0195,417376.461,176813
39122.6289,417375.57,180244
39123.2305,417374.699,504401
39123.8398,417373.82,500007
39124.4414,417372.939,498456
39125.0508,417372.061,288482
39125.6602,417371.17,290649
39126.2617,417370.289,298524
39126.8594,417369.41,296004
39127.4688,417368.529,315766
39128.0703,417367.65,313763
39128.6797,417366.77,326970
39130.2695,417366.789,329967
39129.6602,417367.67,332043
39129.0586,417368.551,312274
39128.4609,417369.43,310503
39127.8594,417370.311,308788
39127.25,417371.189,302246
39126.6484,417372.07,300771
39126.0508,417372.961,486168
39125.4414,417373.85,495906
39124.8281,417374.73,493816
39124.2305,417375.609,511979
39123.6211,417376.5,509969
39123.0195,417377.381,522876
39122.4102,417378.27,174949
39121.8008,417379.16,874774
39121.1914,417380.061,876460
39120.5898,417380.939,882558
39119.9805,417381.82,884630
39119.3711,417382.711,906959
39118.7695,417383.59,910335
39118.1602,417384.48,913041
39117.5508,417385.369,830571
39116.9414,417386.26,829298
39116.3281,417387.15,1009069
39115.7305,417388.039,1010589
39115.1094,417388.93,1020363
39114.5117,417389.82,1018489
39113.8984,417390.711,1030154
39113.3008,417391.59,1108656
39112.6797,417392.48,1054944
39112.0781,417393.369,1057680
39111.4609,417394.279,1061771
39110.8594,417395.15,1066072
39110.2383,417396.061,1068872
39110.6602,417396.25,1068066
39111.2813,417395.359,1066523
39111.8906,417394.471,1060703
39112.5,417393.57,1057893
39113.1016,417392.689,1055136
39113.7305,417391.789,1108859
39114.3398,417390.9,1028846
39114.9414,417390.02,1024061
39115.5508,417389.131,1020589
39116.1602,417388.24,1010386
39116.7695,417387.35,825835
39117.3789,417386.471,828208
39117.9883,417385.58,831573
39118.5898,417384.699,912666
39119.2109,417383.801,910826
39119.8086,417382.92,861907
39120.4297,417382.029,863234
39121.0195,417381.16,882365
39121.6289,417380.279,876270
39122.2383,417379.391,874382
39122.8516,417378.5,524212
39123.4492,417377.631,522439
39124.0508,417376.75,510802
39124.6602,417375.859,512136
39125.2695,417374.971,492218
39125.8789,417374.09,495583
39126.4883,417373.199,486714
39127.0898,417372.32,301475
39127.6914,417371.439,304094
39128.3008,417370.551,308294
39128.9102,417369.67,310815
39129.5117,417368.801,333296
39130.1094,417367.91,335434
39130.7188,417367.039,330141
39132.6797,417366.5,344949
39132.0781,417367.381,340112
39131.4805,417368.26,336523
39130.8789,417369.141,337243
39130.2813,417370.02,385734
39129.6797,417370.891,390047
39129.0781,417371.779,306138
39128.4688,417372.67,480970
39127.8789,417373.539,482459
39127.2813,417374.42,488966
39126.6719,417375.311,490719
39126.0586,417376.199,469356
39125.4609,417377.08,514851
39124.8516,417377.971,516697
39124.25,417378.85,528354
39123.6406,417379.74,526360
39123.0391,417380.619,539181
39122.4297,417381.51,868857
39121.8281,417382.391,864833
39121.2188,417383.279,865542
39120.6211,417384.16,859607
39120.0117,417385.051,857284
39119.4102,417385.939,834582
39118.8008,417386.82,820907
39118.1992,417387.711,822490
39117.5898,417388.6,814954
39116.9688,417389.5,812911
39116.3711,417390.391,1025621
39115.75,417391.279,1026961
39115.1484,417392.16,1110850
39114.5508,417393.051,1106040
39113.9414,417393.939,1103874
39113.3281,417394.84,1081399
39112.7109,417395.73,1077833
39112.1016,417396.631,1073627
39111.4883,417397.52,1071881
39110.8906,417398.41,1287994
39110.2695,417399.301,1290101
39110.7695,417399.83,1291028
39111.3711,417398.949,1286953
39111.9883,417398.051,1284524
39112.6016,417397.17,1076543
39113.2188,417396.27,1085422
39113.8281,417395.381,1082068
39114.4414,417394.49,1101980
39115.0586,417393.6,1100622
39115.6602,417392.711,1112308
39116.2813,417391.82,1113990
39116.8906,417390.93,808737
39117.5,417390.039,810078
39118.1094,417389.15,816110
39118.7188,417388.26,822941
39119.3398,417387.369,820353
39119.9414,417386.49,839524
39120.5508,417385.6,837526
39121.1602,417384.711,856326
39121.7813,417383.82,854486
39122.3789,417382.93,866406
39122.9805,417382.061,540721
39123.5898,417381.18,538623
39124.1914,417380.301,526992
39124.8008,417379.41,528960
39125.4102,417378.529,519025
39126.0117,417377.65,465318
39126.6094,417376.77,468885
39127.2305,417375.881,470884
39127.8281,417375,476713
39128.4414,417374.109,478238
39129.0508,417373.23,480237
39129.6484,417372.359,392274
39130.25,417371.48,390947
39130.8516,417370.6,384974
39131.4609,417369.721,383197
39132.0586,417368.84,338440
39132.6602,417367.961,358930
39133.2695,417367.08,346336
39135.3203,417366.49,349729
39134.7188,417367.369,351462
39134.1211,417368.25,352631
39133.5195,417369.131,356616
39132.9219,417370.01,362417
39132.3203,417370.891,380897
39131.7188,417371.77,377476
39131.1094,417372.65,408092
39130.5195,417373.529,395720
39129.9102,417374.41,397904
39129.3086,417375.289,398624
39128.7109,417376.17,474597
39128.1094,417377.051,472694
39127.5,417377.939,466596
39126.8984,417378.82,584761
39126.2891,417379.711,583392
39125.6914,417380.6,533978
39125.0898,417381.48,535861
39124.4805,417382.369,555600
39123.8711,417383.25,543587
39123.2617,417384.141,545304
39122.6602,417385.029,852013
39122.0586,417385.9,851294
39121.4492,417386.789,844012
39120.8516,417387.68,842659
39120.2383,417388.561,797048
39119.6406,417389.449,797768
39119.0313,417390.34,804375
39118.4219,417391.23,806402
39117.8086,417392.131,1115771
39117.1992,417393.01,1117120
39116.6016,417393.9,1119002
39116,417394.77,1097983
39115.3789,417395.67,1095450
39114.7695,417396.57,1089472
39114.1602,417397.461,1087698
39113.5508,417398.35,1272322
39112.9414,417399.25,1282194
39112.3203,417400.141,1280071
39111.7188,417401.029,1279346
39111.1094,417401.92,1297673
39110.4883,417402.82,1309083
39110.4883,417403.66,1310006
39111.1094,417402.77,1296805
39111.7188,417401.869,1298804
39112.3281,417400.971,1279044
39112.9414,417400.09,1281572
39113.5586,417399.189,1273686
39114.1719,417398.301,1271525
39114.7813,417397.41,1088277
39115.3906,417396.52,1089915
39116.0117,417395.619,1094059
39116.6289,417394.721,1119634
39117.2305,417393.84,1121639
39117.8398,417392.949,1116786
39118.4414,417392.07,1128609
39119.0586,417391.18,803387
39119.6719,417390.279,798944
39120.2813,417389.4,798095
39120.8906,417388.51,796042
39121.4883,417387.631,844881
39122.0898,417386.75,848838
39122.6992,417385.869,851637
39123.3086,417384.98,546351
39123.9219,417384.09,548321
39124.5313,417383.199,554417
39125.1289,417382.32,555938
39125.7305,417381.439,535005
39126.3398,417380.551,580328
39126.9492,417379.67,582289
39127.5586,417378.779,462851
39128.1719,417377.891,460869
39128.7695,417377.01,473535
39129.3789,417376.131,453420
39129.9805,417375.25,399099
39130.5781,417374.369,401258
39131.1797,417373.49,407055
39131.7891,417372.619,408707
39132.3906,417371.74,375868
39132.9883,417370.859,375148
39133.6016,417369.971,363775
39134.1992,417369.09,356282
39134.8008,417368.221,354243
39135.3984,417367.34,350844
39136.0117,417366.461,3844268
39137.0391,417367.08,3842339
39136.4414,417367.961,3841272
39135.8516,417368.83,3839431
39135.25,417369.711,366110
39134.6406,417370.59,367654
39134.0391,417371.471,368971
39133.4414,417372.359,373048
39132.8398,417373.23,411565
39132.2383,417374.119,405469
39131.6406,417375,403686
39131.0391,417375.869,449059
39130.4414,417376.76,451416
39129.8398,417377.641,455394
39129.2305,417378.52,458514
39128.6406,417379.4,589094
39128.0313,417380.289,587345
39127.4219,417381.18,581270
39126.8203,417382.061,558087
39126.2109,417382.949,560766
39125.6094,417383.83,552769
39125.0117,417384.711,550704
39124.4102,417385.6,760576
39123.7891,417386.49,762320
39123.1914,417387.369,766527
39122.5898,417388.26,846478
39121.9805,417389.15,792577
39121.3789,417390.029,789180
39120.7695,417390.92,800964
39120.1719,417391.801,1130965
39119.5586,417392.699,1126662
39118.9414,417393.6,1125822
39118.3398,417394.48,1123833
39117.7305,417395.381,1172622
39117.1211,417396.26,1175197
39116.5195,417397.15,1175911
39115.9102,417398.039,1267292
39115.2891,417398.949,1269028
39114.6797,417399.84,1275275
39114.0703,417400.73,1275996
39113.4609,417401.631,1255879
39112.8594,417402.51,1301022
39112.2383,417403.41,1303172
39111.6406,417404.289,1306612
39111.0313,417405.189,1313003
39111.7109,417405.48,1324661
39112.3203,417404.59,1326011
39112.9414,417403.689,1304878
39113.5391,417402.811,1252092
39114.1602,417401.91,1256814
39114.7813,417401.01,1276565
39115.3789,417400.131,1263758
39116,417399.24,1265836
39116.6094,417398.34,1179836
39117.2305,417397.449,1177677
39117.8398,417396.561,1176946
39118.4492,417395.67,1170699
39119.0703,417394.77,1124762
39119.6719,417393.891,1145845
39120.2695,417393.01,1132165
39120.8789,417392.119,1133750
39121.5,417391.23,787961
39122.1016,417390.35,789702
39122.7109,417389.461,791478
39123.3086,417388.59,770522
39123.9219,417387.689,768201
39124.5313,417386.811,756401
39125.1289,417385.93,759816
39125.7383,417385.039,551538
39126.3516,417384.15,561986
39126.9609,417383.27,560017
39127.5586,417382.391,558676
39128.1719,417381.5,576975
39128.7813,417380.619,575036
39129.3789,417379.74,593537
39129.9883,417378.85,590852
39130.5898,417377.971,456383
39131.1992,417377.09,450288
39131.8086,417376.199,448384
39132.4102,417375.33,425905
39133.0117,417374.449,424142
39133.6211,417373.561,412503
39134.2188,417372.68,413830
39134.8203,417371.801,370755
39135.4219,417370.939,370045
39136.0195,417370.061,3827463
39136.6211,417369.189,3828801
39137.2188,417368.311,3836915
39137.8203,417367.43,3847810
39138.4219,417366.561,3849405
39139.8516,417367.07,3852427
39139.25,417367.949,3854840
39138.6484,417368.84,3833954
39138.0508,417369.721,3833245
39137.4492,417370.6,3831172
39136.8516,417371.471,3825227
39136.25,417372.359,3822610
39135.6484,417373.24,3778210
39135.0508,417374.119,419037
39134.4414,417375,421326
39133.8398,417375.881,429963
39133.25,417376.76,428280
39132.6484,417377.641,441160
39132.0508,417378.52,442525
39131.4414,417379.4,604204
39130.8281,417380.289,603483
39130.2305,417381.18,597308
39129.6211,417382.07,649646
39129.0195,417382.961,569725
39128.4219,417383.84,568935
39127.8086,417384.721,566459
39127.2109,417385.609,746666
39126.6016,417386.5,749178
39126,417387.381,749887
39125.3906,417388.279,754565
39124.7813,417389.16,774571
39124.1797,417390.039,783763
39123.5703,417390.939,785769
39122.9609,417391.83,2009725
39122.3594,417392.711,1136814
39121.75,417393.6,1139220
39121.1406,417394.49,1142860
39120.5391,417395.369,1150337
39119.9219,417396.279,1148340
39119.3086,417397.17,1166949
39118.6992,417398.061,1194996
39118.1016,417398.949,1193612
39117.4883,417399.84,1187356
39116.8789,417400.73,1185630
39116.2695,417401.619,1260644
39115.6602,417402.52,1259831
39115.0508,417403.42,1248141
39114.4414,417404.311,1249372
39113.8203,417405.211,1329091
39113.2188,417406.1,1342131
39112.6016,417407,1321088
39112.8398,417407.5,1321566
39113.4492,417406.609,1342350
39114.0586,417405.721,1329463
39114.6797,417404.82,1330276
39115.2813,417403.939,1248761
39115.8906,417403.039,1246772
39116.5117,417402.141,1240110
39117.1211,417401.25,1239389
39117.7383,417400.359,1187048
39118.3398,417399.471,1193233
39118.9609,417398.58,1195307
39119.5508,417397.699,1163502
39120.1719,417396.801,1161407
39120.7813,417395.92,1149094
39121.3906,417395.02,1151107
39122,417394.131,1140795
39122.6016,417393.25,1140036
39123.2188,417392.35,2009341
39123.8203,417391.48,782638
39124.4297,417390.59,778563
39125.0313,417389.711,777425
39125.6406,417388.83,775687
39126.2383,417387.939,753170
39126.8398,417387.061,750664
39127.4609,417386.17,746451
39128.0703,417385.279,743840
39128.6797,417384.391,567375
39129.2891,417383.5,651232
39129.8906,417382.619,649243
39130.4883,417381.74,596526
39131.0781,417380.869,598880
39131.6992,417379.98,602863
39132.3008,417379.1,605962
39132.8984,417378.221,441819
39133.5117,417377.34,439878
39134.1094,417376.461,433820
39134.7109,417375.59,431098
39135.3086,417374.711,419530
39135.9102,417373.83,3777819
39136.5117,417372.949,3779886
39137.1094,417372.07,3821813
39137.7109,417371.199,3819696
39138.3086,417370.33,3831969
39138.9102,417369.449,3812062
39139.5117,417368.57,3856357
39140.1211,417367.68,3858204
39140.7109,417366.801,3864314
39142.1094,417366.82,3867705
39141.5195,417367.689,3862241
39140.9219,417368.57,3860366
39140.3203,417369.449,3810615
39139.7305,417370.32,3809864
39139.1289,417371.199,3813873
39138.5313,417372.08,3817630
39137.9297,417372.971,3781228
39137.3281,417373.84,3782007
39136.7305,417374.73,3775906
39136.1211,417375.609,3762963
39135.5313,417376.49,432483
39134.9219,417377.369,435244
39134.3203,417378.26,437815
39133.7188,417379.131,610146
39133.1211,417380.01,607985
39132.5195,417380.891,621345
39131.9219,417381.77,600526
39131.3203,417382.66,645239
39130.7188,417383.539,647181
39130.1094,417384.43,653329
39129.5,417385.32,655457
39128.8984,417386.211,742266
39128.3008,417387.09,740256
39127.6914,417387.98,738895
39127.0898,417388.859,732660
39126.4805,417389.75,730297
39125.8789,417390.631,779916
39125.2813,417391.52,781300
39124.6719,417392.41,2012239
39124.0586,417393.301,2006940
39123.4609,417394.18,2004947
39122.8516,417395.07,1993315
39122.25,417395.961,1153176
39121.6406,417396.85,1155592
39121.0391,417397.73,1159287
39120.4297,417398.631,1199464
39119.8203,417399.52,1197458
39119.1992,417400.42,1190825
39118.5898,417401.311,1235312
39117.9805,417402.211,1237951
39117.3711,417403.1,1242223
39116.75,417404,1245012
39116.1484,417404.891,1332782
39115.5391,417405.779,1334505
39114.9414,417406.67,1335667
39114.3203,417407.57,1339652
39113.7188,417408.461,1345463
39113.9492,417409.34,1358146
39114.5586,417408.449,1346488
39115.1797,417407.561,1339305
39115.7891,417406.66,1337126
39116.3984,417405.77,1549717
39117.0117,417404.891,1550448
39117.6211,417403.99,1243651
39118.2188,417403.109,1231411
39118.8516,417402.211,1233516
39119.4609,417401.311,1234292
39120.0703,417400.42,1211654
39120.6797,417399.529,1198492
39121.2891,417398.641,1200502
39121.8984,417397.76,1158372
39122.5117,417396.859,1156662
39123.1211,417395.98,1992196
39123.7305,417395.08,1993950
39124.3398,417394.199,2003262
39124.9414,417393.32,2001293
39125.5508,417392.43,2013271
39126.1602,417391.539,726338
39126.7617,417390.67,727097
39127.3711,417389.779,729216
39127.9805,417388.891,734031
39128.5898,417388.01,738112
39129.1914,417387.119,659539
39129.8008,417386.23,658729
39130.4102,417385.35,656660
39131.0117,417384.471,640719
39131.6211,417383.58,643412
39132.2305,417382.689,644147
39132.8281,417381.811,622313
39133.4297,417380.939,620413
39134.0391,417380.061,614152
39134.6406,417379.18,611131
39135.2383,417378.301,436724
39135.8398,417377.42,3758631
39136.4492,417376.529,3760823
39137.0391,417375.66,3764168
39137.6484,417374.789,3771652
39138.25,417373.91,3783070
39138.8516,417373.029,3785031
39139.4609,417372.15,3816664
39140.0586,417371.27,3814923
39140.6602,417370.391,3809126
39141.25,417369.52,3806967
39141.8594,417368.641,3861282
39142.4492,417367.77,3881403
39143.0586,417366.891,3868790
39144.9492,417366.75,3872450
39144.3516,417367.619,3875837
39143.75,417368.5,3878540
39143.1484,417369.381,3884225
39142.5586,417370.25,3886552
39141.9688,417371.119,3804942
39141.3711,417372,3801919
39140.7695,417372.881,3799536
39140.1602,417373.77,3787305
39139.5586,417374.65,3789464
39138.9609,417375.539,3790184
39138.3594,417376.42,3766359
39137.7617,417377.289,3754380
39137.1602,417378.18,3756355
39136.5586,417379.061,3583186
39135.9609,417379.93,3581453
39135.3594,417380.811,615996
39134.75,417381.699,617710
39134.1602,417382.57,626987
39133.5586,417383.461,625074
39132.9609,417384.34,636994
39132.3516,417385.221,671741
39131.7383,417386.119,668301
39131.1406,417387,663740
39130.5391,417387.891,662342
39129.9414,417388.77,715009
39129.3281,417389.66,716701
39128.7188,417390.551,722797
39128.1094,417391.439,724700
39127.5117,417392.32,2016929
39126.9102,417393.211,2023088
39126.3008,417394.09,2020448
39125.6992,417394.98,1998639
39125.0898,417395.881,1996575
39124.4883,417396.76,1985262
39123.8789,417397.65,1987403
39123.2695,417398.539,1943737
39122.6602,417399.43,1202829
39122.0586,417400.32,1206263
39121.4492,417401.211,1216590
39120.8281,417402.109,1215387
39120.2305,417403,1227051
39119.6211,417403.891,1227857
39119,417404.789,1555904
39118.3984,417405.68,1553925
39117.7891,417406.57,1547989
39117.1797,417407.471,1545274
39116.5703,417408.359,1534275
39115.9492,417409.27,1352953
39115.3398,417410.17,1355139
39115.75,417410.471,1354641
39116.3594,417409.57,1353131
39116.9688,417408.68,1533808
39117.5898,417407.779,1535893
39118.1992,417406.891,1543386
39118.8203,417405.99,1541801
39119.4297,417405.1,1555483
39120.0313,417404.221,1228520
39120.6406,417403.32,1226615
39121.25,417402.439,1220360
39121.8594,417401.551,1217336
39122.4805,417400.65,1206755
39123.0898,417399.76,1940196
39123.6914,417398.869,1942175
39124.3086,417397.98,1986565
39124.9102,417397.09,1984586
39125.5313,417396.199,1997243
39126.1289,417395.311,1977121
39126.7383,417394.42,2021117
39127.3516,417393.529,2023277
39127.9492,417392.65,2029074
39128.5586,417391.76,2030632
39129.1602,417390.881,721913
39129.7695,417390,717759
39130.3789,417389.1,714661
39130.9883,417388.221,664961
39131.5898,417387.34,667030
39132.1992,417386.461,667854
39132.8008,417385.57,672255
39133.4102,417384.689,635440
39134.0117,417383.801,631018
39134.6211,417382.92,630130
39135.2188,417382.039,627981
39135.8086,417381.17,3578175
39136.4219,417380.289,3580915
39137.0195,417379.41,3583619
39137.6211,417378.529,3755538
39138.2305,417377.641,3753799
39138.8203,417376.77,3746902
39139.4297,417375.891,3746075
39140.0313,417375.01,3791723
39140.6289,417374.131,3793112
39141.2305,417373.25,3797677
39141.8281,417372.369,3801148
39142.4414,417371.48,3887841
39143.0313,417370.609,3885867
39143.6406,417369.73,3897757
39144.2305,417368.859,3878093
39144.8281,417367.98,3876348
39145.4297,417367.1,3925555
39147.1289,417366.551,3928903
39146.5313,417367.43,3924082
39145.9297,417368.311,3921929
39145.3281,417369.189,3899451
39144.7383,417370.061,3895890
39144.1406,417370.949,3891496
39143.5391,417371.83,3889943
39142.9414,417372.711,3712740
39142.3398,417373.58,3714217
39141.75,417374.461,3796114
39141.1484,417375.34,3794626
39140.5508,417376.221,3742679
39139.9414,417377.109,3744012
39139.3516,417377.99,3751318
39138.75,417378.859,3588088
39138.1484,417379.74,3586088
39137.5508,417380.619,3574333
39136.9492,417381.5,3576292
39136.3516,417382.391,3565654
39135.75,417383.27,3564985
39135.1406,417384.16,632642
39134.5391,417385.039,633976
39133.9414,417385.92,674823
39133.3398,417386.811,685718
39132.7305,417387.689,687305
39132.1289,417388.58,710020
39131.5313,417389.461,712093
39130.9297,417390.35,707149
39130.3203,417391.23,719704
39129.7188,417392.109,2032161
39129.1094,417393.01,2027546
39128.5117,417393.891,2026826
39127.9102,417394.779,2024869
39127.3008,417395.67,1975071
39126.6914,417396.561,1979364
39126.0898,417397.449,1982174
39125.4805,417398.34,1949241
39124.8789,417399.221,1947148
39124.2695,417400.109,1941215
39123.6602,417401.01,1938406
39123.0391,417401.91,1927476
39122.4414,417402.801,1221892
39121.8281,417403.689,1224051
39121.2305,417404.57,1571476
39120.6094,417405.471,1558671
39120,417406.369,1561087
39119.3906,417407.26,1540204
39118.7891,417408.15,1539478
39118.1797,417409.039,1537393
39117.5586,417409.939,1531304
39116.9609,417410.83,1442109
39116.3398,417411.73,1440749
39116.75,417412.35,1443240
39117.3594,417411.461,1445240
39117.9883,417410.551,1527742
39118.5898,417409.67,1525967
39119.1992,417408.779,1538901
39119.8203,417407.881,1518116
39120.4297,417406.98,1562646
39121.0508,417406.09,1564636
39121.6602,417405.199,1570574
39122.2695,417404.311,1223455
39122.8789,417403.42,1923438
39123.4805,417402.529,1926262
39124.1016,417401.641,1928734
39124.7109,417400.75,1936548
39125.3203,417399.859,1935069
39125.9297,417398.971,1948646
39126.5391,417398.07,1950649
39127.1406,417397.199,1980670
39127.75,417396.311,1974244
39128.3594,417395.42,1972247
39128.9688,417394.529,2026022
39129.5703,417393.65,2046809
39130.1797,417392.76,2033857
39130.7891,417391.869,2035951
39131.3906,417391,706432
39132,417390.109,708506
39132.6094,417389.221,689219
39133.2109,417388.34,684374
39133.8086,417387.461,685100
39134.4219,417386.58,679060
39135.0117,417385.711,677744
39135.6289,417384.82,3560872
39136.2305,417383.939,3562391
39136.8281,417383.061,3563975
39137.4297,417382.17,3567828
39138.0313,417381.311,3572379
39138.6406,417380.42,3573095
39139.2305,417379.539,3588695
39139.8281,417378.67,3750692
39140.4414,417377.779,3738003
39141.0391,417376.91,3743350
39141.6406,417376.02,3740845
39142.2383,417375.15,3718674
39142.8516,417374.27,3716171
39143.4492,417373.391,3711876
39144.0586,417372.5,3709364
39144.6602,417371.619,3893325
39145.25,417370.75,3903480
39145.8594,417369.869,3900043
39146.4492,417369,3919980
39147.0508,417368.131,3918711
39147.6484,417367.25,3930376
39148.2617,417366.369,3932057
39150.0195,417366.449,3946919
39149.4219,417367.33,3935090
39148.8203,417368.211,3937001
39148.2188,417369.09,3915803
39147.6289,417369.961,3915095
39147.0195,417370.85,3907815
