13422034944,13422559231
13423083520,13423607807
13424918528,13435404287
13436715008,13437239295
13437763584,13438287871
13439598592,13445103615
13445627904,13446152191
13446676480,13447200767
13447725056,13448249343
13448773632,13454278655
13456375808,13461880831
13462405120,13462929407
13463453696,13463977983
13464502272,13465026559
13465550848,13471055871
13472628736,13473677311
13474463744,13474988031
13475512320,13476036607
13476560896,13477085183
13477609472,13478133759
13479444480,13555994623
13556002816,13556011007
13556019200,13556039679
13556203520,13556223999
13556232192,13556240383
13556248576,13556269055
13556355072,13556363263
13556371456,13556379647
13556387840,13556396031
13556404224,13556412415
13556498432,13556531199
13556617216,13556625407
13556633600,13556641791
13556649984,13556658175
13556666368,13556674559
13556760576,13556785151
13556801536,13556813823
13556822016,13556830207
13556838400,13556846591
13556854784,13556862975
13556871168,13556891647
13562626048,13562650623
13562667008,13562683391
13562699776,13562724351
13562888192,13562912767
13562929152,13562945535
13562961920,13562986495
13563674624,13563699199
13563715584,13563731967
13563748352,13563772927
13563936768,13563961343
13563977728,13563994111
13564010496,13564035071
13564723200,13564747775
13564764160,13564780543
13564796928,13564821503
13564985344,13565009919
13565026304,13565042687
13565059072,13565083647
13565771776,13565796351
13565812736,13565829119
13565845504,13565870079
13566033920,13566058495
13566074880,13566091263
13566107648,13566132223
13571866624,13571887103
13571895296,13571903487
13571911680,13571919871
13571928064,13571936255
13571944448,13571956735
13571973120,13571997695
13572083712,13572091903
13572100096,13572108287
13572116480,13572124671
13572132864,13572141055
13572227072,13572259839
13572345856,13572354047
13572362240,13572370431
13572378624,13572386815
13572395008,13572403199
13572489216,13572509695
13572517888,13572526079
13572534272,13572554751
13572718592,13572739071
13572747264,13572755455
13572763648,13572784127
13572870144,13572878335
13572886528,13572894719
13572902912,13572911103
13572919296,13572927487
13573013504,13573038079
13573054464,13573066751
13573074944,13573083135
13573091328,13573099519
13573107712,13573115903
13573124096,13573144575
13574488064,13574508543
13574516736,13574524927
13574533120,13574541311
13574549504,13574557695
13574565888,13574578175
13574594560,13574619135
13574705152,13574713343
13574721536,13574729727
13574737920,13574746111
13574754304,13574762495
13574848512,13574873087
13574889472,13574901759
13574909952,13574918143
13574926336,13574934527
13574942720,13574950911
13574959104,13574979583
13575692288,13575708671
13575725056,13575741439
13575823360,13575839743
13575856128,13575872511
13575954432,13575970815
13575987200,13576003583
13576085504,13576101887
13576118272,13576134655
13576847360,13576867839
13576876032,13576884223
13576892416,13576900607
13576908800,13576916991
13576925184,13576937471
13576953856,13576970239
13576986624,13576998911
13577007104,13577015295
13577023488,13577031679
13577039872,13577048063
13577056256,13577076735
13577789440,13577805823
13577822208,13577838591
13577920512,13577936895
13577953280,13577969663
13579583488,13579599871
13579685888,13579694079
13579702272,13579710463
13579718656,13579726847
13579735040,13579743231
13579829248,13579853823
13579870208,13579882495
13579890688,13579898879
13579907072,13579915263
13579923456,13579931647
13579939840,13579960319
13666238464,13666258943
13666267136,13666275327
13666283520,13666291711
13666299904,13666308095
13666316288,13666328575
13666344960,13666369535
13666455552,13666463743
13666471936,13666480127
13666488320,13666496511
13666504704,13666512895
13666598912,13666615295
13668229120,13668245503
13668261888,13668278271
13668360192,13668376575
13668392960,13668409343
13669122048,13669142527
13669150720,13669158911
13669167104,13669175295
13669183488,13669191679
13669199872,13669212159
13669228544,13669244927
13669261312,13669273599
13669281792,13669289983
13669298176,13669306367
13669314560,13669322751
13669330944,13669351423
13670064128,13670080511
13670096896,13670113279
13670195200,13670211583
13670227968,13670244351
13670326272,13670342655
13670359040,13670375423
13670457344,13670473727
13670490112,13670506495
13671219200,13671239679
13671247872,13671256063
13671264256,13671272447
13671280640,13671288831
13671297024,13671309311
13671325696,13671350271
13671436288,13671444479
13671452672,13671460863
13671469056,13671477247
13671485440,13671493631
13671579648,13671604223
13671620608,13671632895
13671641088,13671649279
13671657472,13671665663
13671673856,13671682047
13671690240,13671710719
13673054208,13673074687
13673082880,13673091071
